ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
634,0.684,0.0,0.028,0.028,0.26
635,0.004,0.0,0.012,0.0,0.984
636,0.1,0.004,0.004,0.0,0.892
637,0.064,0.0,0.0,0.0,0.936
638,0.616,0.0,0.012,0.184,0.188
639,0.0,0.004,0.032,0.008,0.956
640,0.712,0.0,0.004,0.064,0.22
641,0.052,0.044,0.24,0.016,0.648
642,0.256,0.004,0.004,0.004,0.732
643,0.0,0.0,0.004,0.0,0.996
644,0.548,0.004,0.008,0.288,0.152
645,0.792,0.004,0.0,0.044,0.16
646,0.464,0.0,0.044,0.312,0.18
647,0.26,0.0,0.056,0.328,0.356
648,0.0,0.004,0.016,0.004,0.976
649,0.052,0.0,0.008,0.072,0.868
650,0.012,0.128,0.156,0.02,0.684
651,0.0,0.004,0.228,0.0,0.768
652,0.752,0.0,0.008,0.132,0.108
653,0.168,0.0,0.028,0.476,0.328
654,0.832,0.004,0.008,0.044,0.112
655,0.98,0.0,0.004,0.0,0.016
656,0.124,0.0,0.02,0.108,0.748
657,0.088,0.024,0.06,0.032,0.796
658,0.624,0.0,0.028,0.292,0.056
659,0.72,0.0,0.004,0.08,0.196
660,0.64,0.0,0.048,0.18,0.132
661,0.004,0.012,0.02,0.0,0.964
662,0.748,0.0,0.008,0.044,0.2
663,0.368,0.0,0.048,0.096,0.488
664,0.308,0.004,0.024,0.544,0.12
665,0.592,0.004,0.044,0.22,0.14
666,0.904,0.0,0.004,0.044,0.048
667,0.372,0.0,0.108,0.136,0.384
668,0.524,0.0,0.004,0.184,0.288
669,0.372,0.0,0.116,0.42,0.092
670,0.56,0.004,0.024,0.356,0.056
671,0.1,0.012,0.008,0.02,0.86
672,0.484,0.0,0.004,0.2,0.312
673,0.0,0.004,0.04,0.0,0.956
674,0.564,0.0,0.024,0.232,0.18
675,0.412,0.0,0.028,0.288,0.272
676,0.0,0.0,0.0,0.0,1.0
677,0.012,0.008,0.004,0.0,0.976
678,0.392,0.004,0.04,0.08,0.484
679,0.1,0.008,0.036,0.164,0.692
680,0.384,0.004,0.024,0.14,0.448
681,0.14,0.0,0.132,0.164,0.564
682,0.544,0.0,0.088,0.28,0.088
683,0.888,0.0,0.008,0.016,0.088
684,0.788,0.0,0.0,0.132,0.08
685,0.468,0.0,0.028,0.412,0.092
686,0.54,0.0,0.104,0.216,0.14
687,0.0,0.0,0.0,0.0,1.0
688,0.696,0.012,0.036,0.088,0.168
689,0.368,0.0,0.06,0.204,0.368
690,0.688,0.0,0.036,0.012,0.264
691,0.46,0.0,0.016,0.184,0.34
692,0.544,0.004,0.024,0.144,0.284
693,0.448,0.0,0.144,0.304,0.104
694,0.288,0.0,0.032,0.584,0.096
695,0.44,0.004,0.016,0.236,0.304
696,0.004,0.068,0.208,0.008,0.712
697,0.28,0.0,0.176,0.372,0.172
698,0.008,0.0,0.16,0.0,0.832
699,0.1,0.0,0.004,0.128,0.768
700,0.08,0.0,0.1,0.408,0.412
701,0.32,0.02,0.324,0.056,0.28
702,0.776,0.0,0.02,0.104,0.1
703,0.048,0.016,0.032,0.0,0.904
704,0.128,0.008,0.012,0.004,0.848
705,0.336,0.008,0.0,0.096,0.56
706,0.82,0.0,0.0,0.016,0.164
707,0.68,0.016,0.044,0.16,0.1
708,0.188,0.0,0.02,0.104,0.688
709,0.528,0.0,0.012,0.368,0.092
710,0.496,0.0,0.008,0.448,0.048
711,0.404,0.0,0.044,0.34,0.212
712,0.868,0.0,0.008,0.032,0.092
713,0.0,0.0,0.012,0.0,0.988
714,0.62,0.004,0.008,0.228,0.14
715,0.344,0.0,0.028,0.172,0.456
716,0.644,0.0,0.0,0.26,0.096
717,0.9,0.0,0.0,0.02,0.08
718,0.0,0.0,0.0,0.0,1.0
719,0.332,0.0,0.064,0.376,0.228
720,0.8,0.0,0.024,0.004,0.172
721,0.52,0.0,0.008,0.148,0.324
722,0.236,0.0,0.004,0.04,0.72
723,0.964,0.0,0.0,0.016,0.02
724,0.384,0.004,0.064,0.164,0.384
725,0.964,0.0,0.0,0.004,0.032
726,0.408,0.0,0.0,0.48,0.112
727,0.28,0.004,0.016,0.488,0.212
728,0.356,0.004,0.02,0.492,0.128
729,0.992,0.0,0.0,0.004,0.004
730,0.688,0.0,0.0,0.016,0.296
731,0.056,0.028,0.064,0.008,0.844
732,0.208,0.004,0.12,0.368,0.3
733,0.024,0.072,0.288,0.0,0.616
734,0.576,0.0,0.016,0.304,0.104
735,0.088,0.0,0.248,0.356,0.308
736,0.916,0.0,0.016,0.0,0.068
737,0.048,0.004,0.2,0.524,0.224
738,0.408,0.02,0.06,0.044,0.468
739,0.0,0.008,0.048,0.0,0.944
740,0.872,0.008,0.012,0.048,0.06
741,0.34,0.008,0.076,0.12,0.456
742,0.896,0.0,0.008,0.068,0.028
743,0.28,0.0,0.0,0.084,0.636
744,0.116,0.032,0.02,0.012,0.82
745,0.496,0.0,0.064,0.184,0.256
746,0.004,0.0,0.012,0.012,0.972
747,0.752,0.0,0.0,0.104,0.144
748,0.324,0.008,0.028,0.316,0.324
749,0.48,0.0,0.032,0.312,0.176
750,0.02,0.0,0.044,0.0,0.936
751,0.412,0.0,0.012,0.472,0.104
752,0.0,0.0,0.004,0.0,0.996
753,0.144,0.0,0.048,0.232,0.576
754,0.704,0.0,0.016,0.208,0.072
755,0.676,0.0,0.016,0.288,0.02
756,0.524,0.0,0.016,0.328,0.132
757,0.064,0.0,0.072,0.416,0.448
758,0.1,0.0,0.08,0.416,0.404
759,0.348,0.0,0.1,0.3,0.252
760,0.552,0.0,0.008,0.06,0.38
761,0.496,0.0,0.016,0.14,0.348
762,0.356,0.0,0.068,0.0,0.576
763,0.008,0.004,0.052,0.004,0.932
764,0.004,0.0,0.164,0.0,0.832
765,0.004,0.004,0.124,0.0,0.868
766,0.636,0.0,0.0,0.012,0.352
767,0.0,0.0,0.004,0.0,0.996
768,0.32,0.0,0.148,0.216,0.316
769,0.008,0.024,0.012,0.0,0.956
770,0.0,0.0,0.096,0.0,0.904
771,0.824,0.0,0.0,0.068,0.108
772,0.012,0.112,0.22,0.0,0.656
773,0.504,0.004,0.012,0.38,0.1
774,0.584,0.028,0.052,0.208,0.128
775,0.004,0.004,0.132,0.0,0.86
776,0.512,0.0,0.016,0.232,0.24
777,0.116,0.0,0.072,0.524,0.288
778,0.32,0.0,0.04,0.48,0.16
779,0.468,0.0,0.024,0.404,0.104
780,0.284,0.02,0.02,0.008,0.668
781,0.448,0.0,0.076,0.392,0.084
782,0.12,0.0,0.056,0.692,0.132
783,0.328,0.0,0.02,0.276,0.376
784,0.54,0.0,0.012,0.38,0.068
785,0.004,0.0,0.016,0.0,0.98
786,0.556,0.0,0.004,0.288,0.152
787,0.172,0.008,0.096,0.244,0.48
788,0.348,0.0,0.012,0.516,0.124
789,0.324,0.0,0.036,0.524,0.116
790,0.616,0.0,0.032,0.232,0.12
791,0.188,0.0,0.02,0.012,0.78
792,0.104,0.0,0.02,0.208,0.668
793,0.648,0.012,0.028,0.068,0.244
794,0.304,0.0,0.06,0.368,0.268
795,0.268,0.0,0.056,0.476,0.2
796,0.164,0.004,0.056,0.488,0.288
797,0.468,0.0,0.044,0.264,0.224
798,0.484,0.0,0.008,0.376,0.132
799,0.564,0.0,0.036,0.312,0.088
800,0.528,0.0,0.024,0.368,0.08
801,0.756,0.0,0.004,0.048,0.192
802,0.34,0.0,0.04,0.452,0.168
803,0.556,0.004,0.048,0.036,0.356
804,0.484,0.0,0.032,0.348,0.136
805,0.556,0.0,0.012,0.188,0.244
806,0.092,0.064,0.312,0.004,0.528
807,0.64,0.044,0.008,0.064,0.244
808,0.892,0.0,0.004,0.072,0.032
809,0.076,0.012,0.024,0.476,0.412
810,0.0,0.004,0.032,0.0,0.964
811,0.468,0.0,0.024,0.26,0.248
812,0.372,0.004,0.068,0.276,0.28
813,0.376,0.004,0.04,0.492,0.088
814,0.36,0.0,0.04,0.164,0.436
815,0.372,0.0,0.028,0.488,0.112
816,0.5,0.0,0.02,0.184,0.296
817,0.684,0.0,0.0,0.092,0.224
818,0.232,0.0,0.028,0.648,0.092
819,0.472,0.0,0.044,0.028,0.456
820,0.396,0.004,0.064,0.064,0.472
821,0.032,0.032,0.088,0.024,0.824
822,0.224,0.084,0.084,0.028,0.58
823,0.012,0.0,0.04,0.0,0.948
824,0.108,0.0,0.012,0.192,0.688
825,0.532,0.0,0.024,0.272,0.172
826,0.7,0.044,0.016,0.012,0.228
827,0.128,0.056,0.252,0.012,0.552
828,0.488,0.0,0.056,0.2,0.256
829,0.356,0.0,0.02,0.4,0.224
830,0.02,0.012,0.032,0.012,0.924
831,0.98,0.0,0.0,0.012,0.008
832,0.596,0.0,0.016,0.248,0.14
833,0.176,0.024,0.012,0.02,0.768
834,0.86,0.0,0.004,0.008,0.128
835,0.108,0.004,0.104,0.628,0.156
836,0.14,0.0,0.02,0.132,0.708
837,0.256,0.0,0.048,0.532,0.164
838,0.012,0.004,0.5,0.088,0.396
839,0.024,0.012,0.232,0.0,0.732
840,0.5,0.004,0.016,0.456,0.024
841,0.784,0.0,0.0,0.056,0.16
842,0.604,0.0,0.008,0.008,0.38
843,0.38,0.008,0.14,0.152,0.32
844,0.344,0.0,0.008,0.584,0.064
845,0.836,0.0,0.0,0.08,0.084
846,0.328,0.0,0.028,0.44,0.204
847,0.808,0.0,0.008,0.0,0.184
848,0.0,0.0,0.012,0.0,0.988
849,0.48,0.0,0.008,0.304,0.208
850,0.456,0.0,0.088,0.4,0.056
851,0.508,0.0,0.012,0.256,0.224
852,0.316,0.0,0.104,0.384,0.196
853,0.024,0.012,0.1,0.036,0.828
854,0.396,0.008,0.032,0.368,0.196
855,0.884,0.0,0.0,0.036,0.08
856,0.0,0.0,0.012,0.0,0.988
857,0.644,0.0,0.004,0.224,0.128
858,0.084,0.0,0.192,0.296,0.428
859,0.764,0.0,0.0,0.084,0.152
860,0.348,0.0,0.072,0.444,0.136
861,0.012,0.0,0.068,0.012,0.908
862,0.228,0.0,0.072,0.428,0.272
863,0.504,0.0,0.02,0.132,0.344
864,0.004,0.012,0.028,0.004,0.952
865,0.0,0.004,0.008,0.0,0.988
866,0.228,0.0,0.024,0.312,0.436
867,0.0,0.0,0.004,0.0,0.996
868,0.672,0.0,0.004,0.232,0.092
869,0.004,0.024,0.036,0.0,0.936
870,0.62,0.004,0.016,0.244,0.116
871,0.536,0.0,0.028,0.268,0.168
872,0.332,0.0,0.096,0.268,0.304
873,0.452,0.0,0.032,0.38,0.136
874,0.74,0.004,0.024,0.012,0.22
875,0.46,0.0,0.008,0.412,0.12
876,0.364,0.004,0.06,0.5,0.072
877,0.96,0.0,0.0,0.032,0.008
878,0.436,0.004,0.072,0.136,0.352
879,0.24,0.0,0.032,0.54,0.188
880,0.248,0.0,0.024,0.428,0.3
881,0.816,0.0,0.0,0.016,0.168
882,0.872,0.008,0.008,0.016,0.096
883,0.176,0.0,0.028,0.672,0.124
884,0.216,0.0,0.012,0.492,0.28
885,0.948,0.008,0.0,0.004,0.04
886,0.4,0.0,0.024,0.508,0.068
887,0.276,0.0,0.036,0.164,0.524
888,0.86,0.004,0.048,0.024,0.064
889,0.892,0.0,0.016,0.052,0.04
890,0.008,0.0,0.004,0.0,0.988
891,0.036,0.0,0.048,0.324,0.592
892,0.096,0.0,0.048,0.108,0.748
893,0.896,0.004,0.0,0.02,0.08
894,0.184,0.004,0.144,0.356,0.312
895,0.012,0.012,0.436,0.004,0.536
896,0.524,0.012,0.024,0.004,0.436
897,0.948,0.0,0.008,0.012,0.032
898,0.56,0.0,0.02,0.264,0.156
899,0.14,0.008,0.252,0.02,0.58
900,0.0,0.036,0.036,0.0,0.928
901,0.684,0.0,0.004,0.024,0.288
902,0.652,0.0,0.016,0.192,0.14
903,0.0,0.0,0.012,0.0,0.988
904,0.844,0.008,0.008,0.02,0.12
905,0.764,0.0,0.016,0.032,0.188
906,0.592,0.004,0.024,0.196,0.184
907,0.644,0.0,0.016,0.216,0.124
908,0.004,0.008,0.004,0.0,0.984
909,0.3,0.0,0.04,0.364,0.296
910,0.232,0.0,0.068,0.208,0.492
911,0.128,0.016,0.052,0.048,0.756
912,0.0,0.0,0.012,0.0,0.988
913,0.264,0.004,0.028,0.58,0.124
914,0.08,0.048,0.024,0.0,0.848
915,0.036,0.012,0.044,0.012,0.896
916,0.292,0.0,0.008,0.212,0.488
917,0.26,0.0,0.008,0.128,0.604
918,0.02,0.0,0.016,0.024,0.94
919,0.0,0.008,0.044,0.0,0.948
920,0.344,0.0,0.028,0.552,0.076
921,0.808,0.0,0.008,0.08,0.104
922,0.676,0.0,0.012,0.26,0.052
923,0.664,0.016,0.012,0.096,0.212
924,0.324,0.036,0.072,0.028,0.54
925,0.968,0.004,0.0,0.016,0.012
926,0.796,0.0,0.0,0.016,0.188
927,0.756,0.0,0.024,0.156,0.064
928,0.416,0.0,0.072,0.372,0.14
929,0.492,0.0,0.16,0.168,0.18
930,0.78,0.0,0.0,0.088,0.132
931,0.008,0.016,0.048,0.0,0.928
932,0.388,0.0,0.004,0.112,0.496
933,0.74,0.0,0.028,0.04,0.192
934,0.524,0.004,0.04,0.216,0.216
935,0.0,0.0,0.016,0.0,0.984
936,0.684,0.0,0.012,0.164,0.14
937,0.196,0.008,0.08,0.432,0.284
938,0.004,0.02,0.112,0.0,0.864
939,0.392,0.02,0.144,0.028,0.416
940,0.324,0.008,0.036,0.248,0.384
941,0.264,0.0,0.092,0.468,0.176
942,0.524,0.004,0.024,0.112,0.336
943,0.296,0.024,0.068,0.22,0.392
944,0.0,0.04,0.1,0.0,0.86
945,0.376,0.004,0.08,0.496,0.044
946,0.552,0.0,0.0,0.356,0.092
947,0.16,0.008,0.044,0.38,0.408
948,0.116,0.0,0.032,0.464,0.388
949,0.072,0.0,0.316,0.368,0.244
950,0.852,0.0,0.004,0.02,0.124
951,0.228,0.0,0.088,0.488,0.196
952,0.044,0.012,0.188,0.06,0.696
953,0.952,0.0,0.0,0.02,0.028
954,0.192,0.004,0.04,0.568,0.196
955,0.24,0.0,0.016,0.372,0.372
956,0.612,0.0,0.032,0.124,0.232
957,0.576,0.0,0.004,0.192,0.228
958,0.028,0.292,0.152,0.0,0.528
959,0.928,0.0,0.004,0.02,0.048
960,0.056,0.008,0.008,0.008,0.92
961,0.556,0.0,0.016,0.216,0.212
962,0.036,0.004,0.444,0.02,0.496
963,0.004,0.0,0.024,0.0,0.972
964,0.468,0.0,0.048,0.26,0.224
965,0.648,0.0,0.0,0.284,0.068
966,0.28,0.0,0.152,0.34,0.228
967,0.612,0.0,0.004,0.2,0.184
968,0.88,0.0,0.012,0.028,0.08
969,0.664,0.0,0.008,0.108,0.22
970,0.344,0.0,0.096,0.432,0.128
971,0.332,0.0,0.084,0.508,0.076
972,0.284,0.0,0.008,0.536,0.172
973,0.056,0.064,0.188,0.02,0.672
974,0.796,0.0,0.008,0.024,0.172
975,0.68,0.008,0.008,0.044,0.26
976,0.392,0.004,0.004,0.412,0.188
977,0.852,0.0,0.004,0.008,0.136
978,0.852,0.0,0.012,0.064,0.072
979,0.828,0.0,0.004,0.004,0.164
980,0.704,0.004,0.024,0.048,0.22
981,0.444,0.004,0.008,0.032,0.512
982,0.268,0.0,0.116,0.308,0.308
983,0.388,0.0,0.004,0.112,0.496
984,0.712,0.0,0.004,0.236,0.048
985,0.156,0.0,0.036,0.264,0.544
986,0.644,0.004,0.004,0.104,0.244
987,0.752,0.008,0.012,0.052,0.176
988,0.536,0.0,0.004,0.172,0.288
989,0.0,0.004,0.0,0.0,0.996
990,0.76,0.0,0.008,0.168,0.064
991,0.572,0.0,0.024,0.272,0.132
992,0.0,0.0,0.004,0.0,0.996
993,0.232,0.004,0.024,0.584,0.156
994,0.94,0.004,0.0,0.0,0.056
995,0.084,0.0,0.112,0.624,0.18
996,0.812,0.0,0.008,0.132,0.048
997,0.008,0.004,0.1,0.0,0.888
998,0.68,0.0,0.024,0.264,0.032
999,0.556,0.0,0.016,0.112,0.316
1000,0.24,0.02,0.012,0.288,0.44
1001,0.076,0.0,0.1,0.684,0.14
1002,0.792,0.0,0.0,0.184,0.024
1003,0.732,0.0,0.004,0.112,0.152
1004,0.628,0.0,0.052,0.232,0.088
1005,0.748,0.0,0.0,0.112,0.14
1006,0.932,0.0,0.004,0.024,0.04
1007,0.6,0.0,0.016,0.32,0.064
1008,0.744,0.0,0.016,0.148,0.092
1009,0.372,0.0,0.012,0.524,0.092
1010,0.0,0.008,0.828,0.0,0.164
1011,0.376,0.0,0.164,0.3,0.16
1012,0.392,0.0,0.0,0.264,0.344
1013,0.812,0.0,0.028,0.004,0.156
1014,0.656,0.0,0.008,0.104,0.232
1015,0.192,0.0,0.04,0.016,0.752
1016,0.284,0.0,0.048,0.504,0.164
1017,0.096,0.0,0.1,0.368,0.436
1018,0.22,0.004,0.096,0.46,0.22
1019,0.072,0.012,0.132,0.0,0.784
1020,0.752,0.004,0.024,0.02,0.2
1021,0.548,0.004,0.036,0.224,0.188
1022,0.88,0.0,0.016,0.036,0.068
1023,0.636,0.0,0.004,0.2,0.16
1024,0.608,0.004,0.028,0.132,0.228
1025,0.328,0.0,0.008,0.632,0.032
1026,0.772,0.0,0.012,0.152,0.064
1027,0.1,0.0,0.068,0.4,0.432
1028,0.428,0.024,0.052,0.336,0.16
1029,0.104,0.012,0.02,0.128,0.736
1030,0.188,0.0,0.032,0.216,0.564
1031,0.296,0.0,0.052,0.472,0.18
1032,0.508,0.0,0.156,0.16,0.176
1033,0.092,0.016,0.08,0.08,0.732
1034,0.372,0.0,0.048,0.436,0.144
1035,0.628,0.0,0.012,0.124,0.236
1036,0.384,0.0,0.048,0.224,0.344
1037,0.448,0.0,0.048,0.272,0.232
1038,0.952,0.0,0.0,0.028,0.02
1039,0.352,0.016,0.004,0.012,0.616
1040,0.808,0.0,0.012,0.096,0.084
1041,0.516,0.032,0.052,0.148,0.252
1042,0.088,0.004,0.116,0.0,0.792
1043,0.24,0.0,0.06,0.036,0.664
1044,0.068,0.0,0.18,0.308,0.444
1045,0.36,0.0,0.044,0.048,0.548
1046,0.124,0.024,0.232,0.076,0.544
1047,0.856,0.0,0.0,0.096,0.048
1048,0.288,0.0,0.024,0.408,0.28
1049,0.276,0.0,0.0,0.024,0.7
1050,0.3,0.0,0.052,0.544,0.104
1051,0.416,0.0,0.04,0.292,0.252
1052,0.048,0.0,0.056,0.348,0.548
1053,0.896,0.0,0.02,0.02,0.064
1054,0.46,0.004,0.004,0.204,0.328
1055,0.152,0.004,0.16,0.132,0.552
1056,0.5,0.0,0.044,0.28,0.176
1057,0.928,0.0,0.008,0.008,0.056
1058,0.024,0.004,0.032,0.204,0.736
1059,0.348,0.016,0.084,0.016,0.536
1060,0.08,0.02,0.048,0.0,0.852
1061,0.004,0.0,0.036,0.0,0.96
1062,0.5,0.0,0.072,0.316,0.112
1063,0.344,0.0,0.024,0.456,0.176
1064,0.008,0.032,0.016,0.0,0.944
1065,0.716,0.008,0.028,0.02,0.228
1066,0.984,0.0,0.004,0.004,0.008
1067,0.184,0.0,0.208,0.428,0.18
1068,0.632,0.0,0.004,0.144,0.22
1069,0.004,0.14,0.016,0.0,0.84
1070,0.44,0.0,0.012,0.396,0.152
1071,0.724,0.012,0.008,0.064,0.192
1072,0.46,0.052,0.092,0.028,0.368
1073,0.404,0.004,0.016,0.452,0.124
1074,0.24,0.0,0.048,0.556,0.156
1075,0.628,0.0,0.032,0.22,0.12
1076,0.82,0.0,0.0,0.08,0.1
1077,0.26,0.004,0.056,0.36,0.32
1078,0.12,0.0,0.104,0.548,0.228
1079,0.904,0.0,0.016,0.02,0.06
1080,0.308,0.016,0.108,0.372,0.196
1081,0.376,0.036,0.036,0.008,0.544
1082,0.192,0.056,0.056,0.028,0.668
1083,0.932,0.0,0.004,0.044,0.02
1084,0.04,0.036,0.028,0.012,0.884
1085,0.448,0.0,0.084,0.344,0.124
1086,0.336,0.0,0.036,0.352,0.276
1087,0.272,0.0,0.052,0.308,0.368
1088,0.08,0.076,0.096,0.048,0.7
1089,0.06,0.0,0.036,0.212,0.692
1090,0.0,0.0,0.028,0.004,0.968
1091,0.4,0.0,0.124,0.392,0.084
1092,0.708,0.0,0.036,0.176,0.08
1093,0.14,0.028,0.016,0.008,0.808
1094,0.252,0.024,0.064,0.38,0.28
1095,0.224,0.0,0.012,0.24,0.524
1096,0.572,0.0,0.004,0.36,0.064
1097,0.004,0.004,0.044,0.0,0.948
1098,0.2,0.0,0.088,0.592,0.12
1099,0.064,0.0,0.084,0.452,0.4
1100,0.26,0.0,0.04,0.468,0.232
1101,0.056,0.028,0.304,0.012,0.6
1102,0.348,0.0,0.012,0.368,0.272
1103,0.0,0.0,0.028,0.0,0.972
1104,0.32,0.0,0.048,0.372,0.26
1105,0.0,0.0,0.012,0.0,0.988
1106,0.384,0.004,0.028,0.396,0.188
1107,0.412,0.0,0.072,0.396,0.12
1108,0.564,0.0,0.044,0.296,0.096
1109,0.848,0.0,0.008,0.02,0.124
1110,0.004,0.0,0.008,0.008,0.98
1111,0.712,0.0,0.0,0.148,0.14
1112,0.296,0.008,0.032,0.284,0.38
1113,0.836,0.0,0.0,0.12,0.044
1114,0.416,0.0,0.004,0.18,0.4
1115,0.036,0.024,0.404,0.08,0.456
1116,0.248,0.008,0.096,0.404,0.244
1117,0.2,0.004,0.096,0.212,0.488
1118,0.372,0.0,0.032,0.508,0.088
1119,0.736,0.0,0.0,0.12,0.144
1120,0.452,0.0,0.016,0.448,0.084
1121,0.18,0.052,0.052,0.02,0.696
1122,0.7,0.004,0.024,0.0,0.272
1123,0.0,0.0,0.016,0.0,0.984
1124,0.752,0.016,0.02,0.068,0.144
1125,0.652,0.0,0.024,0.116,0.208
1126,0.632,0.0,0.016,0.052,0.3
1127,0.024,0.004,0.028,0.16,0.784
1128,0.428,0.004,0.1,0.268,0.2
1129,0.452,0.0,0.044,0.268,0.236
1130,0.26,0.0,0.036,0.488,0.216
1131,0.768,0.0,0.0,0.18,0.052
1132,0.208,0.028,0.032,0.036,0.696
1133,0.68,0.0,0.012,0.032,0.276
1134,0.12,0.012,0.148,0.172,0.548
1135,0.004,0.0,0.056,0.012,0.928
1136,0.0,0.0,0.104,0.0,0.896
1137,0.172,0.052,0.284,0.02,0.472
1138,0.74,0.0,0.024,0.084,0.152
1139,0.632,0.0,0.016,0.192,0.16
1140,0.372,0.0,0.012,0.172,0.444
1141,0.216,0.0,0.016,0.112,0.656
1142,0.756,0.0,0.004,0.184,0.056
1143,0.728,0.0,0.012,0.1,0.16
1144,0.028,0.0,0.036,0.328,0.608
1145,0.044,0.012,0.492,0.0,0.452
1146,0.656,0.004,0.0,0.144,0.196
1147,0.26,0.0,0.16,0.42,0.16
1148,0.784,0.0,0.004,0.036,0.176
1149,0.456,0.0,0.02,0.38,0.144
1150,0.16,0.004,0.02,0.212,0.604
1151,0.612,0.004,0.048,0.024,0.312
1152,0.404,0.0,0.06,0.276,0.26
1153,0.952,0.0,0.016,0.0,0.032
1154,0.356,0.072,0.04,0.004,0.528
1155,0.32,0.008,0.036,0.368,0.268
1156,0.38,0.0,0.0,0.156,0.464
1157,0.168,0.004,0.108,0.56,0.16
1158,0.272,0.02,0.092,0.38,0.236
1159,0.42,0.0,0.02,0.5,0.06
1160,0.188,0.008,0.072,0.296,0.436
1161,0.592,0.0,0.004,0.04,0.364
1162,0.888,0.0,0.0,0.068,0.044
1163,0.072,0.0,0.088,0.612,0.228
1164,0.728,0.0,0.012,0.196,0.064
1165,0.524,0.0,0.2,0.192,0.084
1166,0.704,0.0,0.02,0.148,0.128
1167,0.168,0.008,0.18,0.052,0.592
1168,0.332,0.0,0.012,0.496,0.16
1169,0.096,0.0,0.084,0.54,0.28
1170,0.0,0.0,0.012,0.0,0.988
1171,0.56,0.0,0.008,0.396,0.036
1172,0.472,0.016,0.06,0.044,0.408
1173,0.58,0.0,0.0,0.084,0.336
1174,0.004,0.0,0.0,0.0,0.996
1175,0.656,0.0,0.004,0.204,0.136
1176,0.876,0.012,0.064,0.008,0.04
1177,0.744,0.004,0.032,0.092,0.128
1178,0.716,0.0,0.008,0.224,0.052
1179,0.692,0.004,0.024,0.128,0.152
1180,0.004,0.004,0.044,0.0,0.948
1181,0.004,0.0,0.096,0.016,0.884
1182,0.632,0.0,0.028,0.224,0.116
1183,0.944,0.0,0.008,0.032,0.016
1184,0.724,0.008,0.012,0.1,0.156
1185,0.728,0.008,0.044,0.08,0.14
1186,0.024,0.024,0.02,0.02,0.912
1187,0.412,0.0,0.036,0.332,0.22
1188,0.092,0.0,0.076,0.392,0.44
1189,0.112,0.0,0.028,0.832,0.028
1190,0.0,0.028,0.012,0.0,0.96
1191,0.884,0.0,0.0,0.04,0.076
1192,0.0,0.0,0.0,0.0,1.0
1193,0.088,0.0,0.076,0.496,0.34
1194,0.32,0.0,0.256,0.272,0.152
1195,0.112,0.0,0.06,0.368,0.46
1196,0.352,0.0,0.044,0.468,0.136
1197,0.42,0.0,0.004,0.468,0.108
1198,0.344,0.0,0.056,0.44,0.16
1199,0.504,0.012,0.012,0.16,0.312
1200,0.82,0.008,0.024,0.104,0.044
1201,0.048,0.008,0.16,0.0,0.784
1202,0.472,0.0,0.004,0.088,0.436
1203,0.776,0.0,0.024,0.048,0.152
1204,0.0,0.0,0.04,0.0,0.96
1205,0.0,0.0,0.02,0.0,0.98
1206,0.588,0.004,0.02,0.156,0.232
1207,0.32,0.016,0.388,0.04,0.236
1208,0.6,0.0,0.04,0.18,0.18
1209,0.188,0.004,0.06,0.344,0.404
1210,0.372,0.0,0.148,0.264,0.216
1211,0.548,0.036,0.012,0.16,0.244
1212,0.888,0.0,0.0,0.052,0.06
1213,0.5,0.0,0.024,0.14,0.336
1214,0.036,0.012,0.104,0.012,0.836
1215,0.988,0.0,0.0,0.004,0.008
1216,0.272,0.004,0.104,0.384,0.236
1217,0.212,0.004,0.12,0.42,0.244
1218,0.024,0.008,0.02,0.0,0.948
1219,0.304,0.004,0.032,0.42,0.24
1220,0.04,0.012,0.272,0.032,0.644
1221,0.356,0.0,0.028,0.292,0.324
1222,0.84,0.0,0.008,0.092,0.06
1223,0.78,0.0,0.036,0.112,0.072
1224,0.108,0.016,0.104,0.06,0.712
1225,0.14,0.0,0.004,0.032,0.824
1226,0.76,0.0,0.004,0.028,0.208
1227,0.456,0.008,0.02,0.316,0.2
1228,0.168,0.0,0.004,0.084,0.744
1229,0.22,0.0,0.004,0.1,0.676
1230,0.648,0.004,0.008,0.012,0.328
1231,0.828,0.0,0.0,0.1,0.072
1232,0.952,0.0,0.012,0.02,0.016
1233,0.532,0.0,0.076,0.224,0.168
1234,0.0,0.028,0.188,0.024,0.76
1235,0.284,0.0,0.04,0.604,0.072
1236,0.668,0.0,0.012,0.22,0.1
1237,0.472,0.0,0.06,0.18,0.288
1238,0.82,0.004,0.012,0.068,0.096
1239,0.0,0.016,0.024,0.0,0.96
1240,0.584,0.0,0.016,0.292,0.108
1241,0.444,0.008,0.056,0.068,0.424
1242,0.072,0.004,0.112,0.004,0.808
1243,0.04,0.004,0.012,0.008,0.936
1244,0.208,0.048,0.048,0.376,0.32
1245,0.02,0.048,0.476,0.012,0.444
1246,0.004,0.012,0.456,0.164,0.364
1247,0.664,0.0,0.004,0.208,0.124
1248,0.768,0.004,0.028,0.04,0.16
1249,0.684,0.0,0.04,0.052,0.224
1250,0.068,0.04,0.08,0.016,0.796
1251,0.464,0.0,0.02,0.444,0.072
1252,0.8,0.0,0.008,0.068,0.124
1253,0.644,0.0,0.0,0.268,0.088
1254,0.0,0.0,0.0,0.0,1.0
1255,0.472,0.0,0.016,0.124,0.388
1256,0.576,0.0,0.024,0.356,0.044
